52,0.9091379999999999,55,0.30660699999999996
45,1.2157449999999999,55,0.07579941666666667
64,1.3679931666666665,48,0.07644874999999995
69,1.3679931666666665,48,0.07644874999999995
76,1.3679931666666665,55,0.07644874999999995
60,1.3679931666666665,38,0.07644874999999995
52,1.3679931666666665,31,0.07644874999999995
48,1.5208906666666664,55,0.07644874999999995
69,1.6737881666666663,48,0.07644874999999995
76,1.6737881666666663,48,0.07644874999999995
81,1.6737881666666663,55,0.07644874999999995
64,1.6737881666666663,38,0.07644874999999995
57,1.6737881666666663,31,0.07644874999999995
47,1.8266856666666662,55,0.07488399999999995
69,1.976453666666666,48,0.07488399999999995
74,1.976453666666666,48,0.07488399999999995
81,1.976453666666666,55,0.07488399999999995
62,1.976453666666666,38,0.07488399999999995
53,1.976453666666666,31,0.07488399999999995
52,2.126221666666666,55,0.07488399999999995
68,2.275989666666666,48,0.07488399999999995
76,2.275989666666666,48,0.07488399999999995
80,2.275989666666666,55,0.07488399999999995
64,2.275989666666666,38,0.07488399999999995
59,2.275989666666666,31,0.07488399999999995
48,2.425757666666666,55,0.07375350000000003
69,2.573264666666666,48,0.07375350000000003
76,2.573264666666666,55,0.07375350000000003
64,2.573264666666666,38,0.07375350000000003
57,2.573264666666666,31,0.07375350000000003
45,2.720771666666666,55,0.07375350000000003
72,2.868278666666666,48,0.07375350000000003
76,2.868278666666666,48,0.07375350000000003
84,2.868278666666666,55,0.07375350000000003
64,2.868278666666666,38,0.07375350000000003
57,2.868278666666666,31,0.07375350000000003
50,3.017088416666666,56,0.07258299999999984
84,3.162397583333332,56,0.0729490833333335
77,3.162397583333332,49,0.0729490833333335
72,3.162397583333332,49,0.0729490833333335
65,3.162397583333332,39,0.0729490833333335
57,3.162397583333332,33,0.0729490833333335
50,3.3085164166666656,58,0.07339041666666679
71,3.455520499999999,51,0.07383841666666635
77,3.455520499999999,51,0.07383841666666635
83,3.455520499999999,58,0.07383841666666635
65,3.455520499999999,41,0.07383841666666635
56,3.455520499999999,35,0.07383841666666635
48,3.6034234166666654,60,0.07391350000000019
81,3.751175333333332,61,0.07368825000000001
77,3.751175333333332,53,0.07368825000000001
69,3.751175333333332,53,0.07368825000000001
65,3.751175333333332,41,0.07368825000000001
57,3.751175333333332,35,0.07368825000000001
48,3.8984026666666654,61,0.07339041666666679
88,4.045035333333332,62,0.07324224999999984
81,4.045035333333332,55,0.07324224999999984
76,4.045035333333332,55,0.07324224999999984
64,4.045035333333332,44,0.07324224999999984
57,4.045035333333332,37,0.07324224999999984
47,4.1972498333333315,63,0.07471274999999977
74,4.344617166666665,57,0.07287341666666691
81,4.344617166666665,57,0.07287341666666691
86,4.344617166666665,64,0.07287341666666691
62,4.344617166666665,45,0.07287341666666691
